"UNC_Marchetti_diatom_cultures_IP-DAG_pmol_total_man_ann.csv, exported from first sheet of UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx after manual curation was performed on the Marchetti diatom culture data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results are in rm.flag_manual and complement the automatic removal flag annotations in rm.flag_auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This file was generated for re-importation back into R at approx. line 1482 in PAL1314_PAL1516_environmental_samples.R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto,rm.flag_manual,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID
1288,0,2,0,1,,2415,PE 35:4,C40H72N1O8P1,726.5068318,726.5067437,0.121317059,775.1529159,726.5061485,726.5067986,773.4700964,781.5232604,7,0,23.78093945,22.72649461,6.585615141,33.17239464,116.0609142,11.09036288,6.848424229,0,0,9381,83,22507,725.4995554,IP_DAG,PE,[M+H]+,35,4,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"2415, 2416",
840,2,2,1,0,,2416,PC 32:4,C40H72N1O8P1,726.5068318,726.5067437,0.121317059,775.1529159,726.5061485,726.5067986,773.4700964,781.5232604,7,0,17.12280887,16.36358498,4.741790358,23.88486689,83.5664569,7.985309592,4.931018786,0,0,9381,83,36327,725.4995554,IP_DAG,PC,[M+H]+,32,4,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"2415, 2416",
198,NA,0,1,NA,0,1702,PG 31:0,C37H73O10P1,726.5279612,726.527975,-0.018917525,866.369467,726.5279228,726.5285326,865.6559108,868.4388837,3,0,0.138026909,0.071604766,1.023721061,0.343991172,0.911639701,12.80258603,9.228632165,44656.10282,103278.5026,9388,63,28449,708.4941356,IP_DAG,PG,[M+NH4]+,31,0,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"1702, 1703, 3998",,
1991,NA,0,1,NA,0,1703,PG 31:0,C37H73O10P1,726.5279612,726.5291975,-1.701660822,857.943383,726.5291085,726.5292865,857.7095843,858.1771818,2,0,0.138006422,0.071373288,0.658135536,0.464893622,1.878232512,11.96817768,8.643934706,44733.16369,103513.4821,9389,63,28449,708.4941356,IP_DAG,PG,[M+NH4]+,31,0,0,0,0,1,0,1,0,1,0,0,0,0,C2a; C3c; C3r,"1702, 1703, 3998",,"1701, 1703, 1720"
11424,NA,0,0,NA,1,3998,PG 31:0,C37H73O10P1,726.5279612,726.5264214,2.119439448,900.4425994,726.5262449,726.5267795,900.0425028,901.8884385,1,2,0,0,0.035333435,0,0,0.303440337,0.18515653,225458.8618,349408.6883,9387,5079,28449,708.4941356,IP_DAG,PG,[M+NH4]+,31,0,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1702, 1703, 3998",,
1996,NA,0,0,NA,1,1701,DGTS_DGTA 34:7,C44H71N1O7,726.5303307,726.5291975,1.559640093,857.943383,726.5291085,726.5292865,857.7095843,858.1771818,2,0,0.011941492,0.006175825,0.056947496,0.040226558,0.162520685,1.035588734,0.747946901,44733.16369,103513.4821,9389,63,15726,725.5230542,IP_DAG,DGTS_DGTA,[M+H]+,34,7,0,0,0,1,0,1,1,0,0,0,0,0,C2a; C3c; C3f,,"1701, 1720","1701, 1703, 1720"
347,NA,0,0,NA,1,1533,DGTS_DGTA 33:0,C43H83N1O7,726.6242311,726.6244748,-0.335318567,1079.236938,726.6238508,726.6245406,1076.493451,1081.642259,4,2,0.079510012,0.068800809,0.021054106,0.208859597,0.013986344,2.678995029,2.030304797,426636.1957,364759.3091,9401,56,15326,725.6169547,IP_DAG,DGTS_DGTA,[M+H]+,33,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"1533, 1534",
12470,NA,0,0,NA,1,5607,PE 36:10,C41H62N1O8P1,728.4285814,728.4297914,-1.6610624,978.8224222,728.4294287,728.4298221,978.792989,980.7053355,3,0,0.085206665,0.067062464,0,0.042486805,0.124902324,0,0,0,0,9447,11974,22882,727.421305,IP_DAG,PE,[M+H]+,36,10,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1168,NA,0,1,NA,0,967,PG 32:6,C38H63O10P1,728.4497108,728.4496373,0.100900475,570.5838785,728.4496335,728.4509949,569.4133519,576.6580656,3,0,0.014188153,0,9.234105861,0,0,6.934304933,5.647090385,0,0,9450,39,28869,710.4158852,IP_DAG,PG,[M+NH4]+,32,6,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"967, 969, 970",
4418,NA,0,0,1,,2294,SQDG 26:0,C35H66O12S1,728.4613244,728.4614932,-0.231721136,653.7902356,728.46122,728.4620758,652.3698995,654.8902729,3,0,0.038501712,0,0,0.417020131,1.68605161,0.435046453,0.535617675,0,0,9453,80,43659,710.4274988,IP_DAG,SQDG,[M+NH4]+,26,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1019,0,1,0,1,,417,PE 35:3,C40H74N1O8P1,728.5224819,728.5224967,-0.020370997,831.0189625,728.5217995,728.5227655,821.2227627,840.7440949,7,0,39.26513842,31.64775469,14.37742278,4.190833256,13.54719661,3.014200183,1.388325653,0,0,9462,18,22482,727.5152054,IP_DAG,PE,[M+H]+,35,3,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"417, 418",
10112,1,1,1,0,,418,PC 32:3,C40H74N1O8P1,728.5224819,728.5224967,-0.020370997,831.0189625,728.5217995,728.5227655,821.2227627,840.7440949,7,0,28.27177883,22.78709199,10.35206632,3.01749378,9.754284887,2.170291622,0.999625556,0,0,9462,18,36302,727.5152054,IP_DAG,PC,[M+H]+,32,3,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"417, 418",
141110,NA,0,0,NA,1,2156,DGTS_DGTA 34:6,C44H73N1O7,728.5459807,728.545933,0.065514948,927.8056152,728.545394,728.5461042,927.4364767,930.475867,3,0,0,0,0.260223304,0.039602298,0.113881429,0.258065149,0.168201379,0,0,9466,78,15701,727.5387043,IP_DAG,DGTS_DGTA,[M+H]+,34,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2128, 2156",
11915,NA,0,1,NA,0,2197,PE 36:9,C41H64N1O8P1,730.4442315,730.4443766,-0.198653514,679.1182532,730.4442275,730.4449316,678.693432,679.6065893,5,0,0.182976641,0.163748731,0.353822708,0.496412586,1.080663005,1.125926729,0.77766952,0,0,9523,79,22857,729.436955,IP_DAG,PE,[M+H]+,36,9,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"2197, 2198",,
12014,NA,0,1,NA,0,2198,PE 36:9,C41H64N1O8P1,730.4442315,730.4443707,-0.190636329,693.70219,730.444309,730.4444325,692.7309879,694.6733921,2,0,0.207200306,0.240546978,0.086620479,0.160717665,0.49616379,0.624008908,0.347702677,0,0,9524,79,22857,729.436955,IP_DAG,PE,[M+H]+,36,9,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"2197, 2198",,
253,NA,0,1,NA,0,16,PG 32:5,C38H65O10P1,730.4653609,730.4652994,0.084125451,611.3056983,730.4644433,730.4653164,610.4902387,614.6227396,3,0,0,0.018377989,20.85659921,0,0,27.43026892,22.5988874,0,0,9526,3,28839,712.4315353,IP_DAG,PG,[M+NH4]+,32,5,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"16, 1011, 1218","16, 30, 31",
10911,NA,0,1,NA,0,1011,PG 32:5,C38H65O10P1,730.4653609,730.4654,-0.053476219,672.7572894,730.4652807,730.4654481,672.2220223,674.5425263,3,0,0,0,9.319769338,0.207812816,1.379813478,7.751122377,5.932988788,0,0,9528,41,28839,712.4315353,IP_DAG,PG,[M+NH4]+,32,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"16, 1011, 1218","1010, 1011, 1012",
11613,NA,0,1,NA,0,1218,PG 32:5,C38H65O10P1,730.4653609,730.465271,0.123106893,642.7151262,730.4651733,730.4655539,641.351048,643.2699585,5,0,1.857937436,1.713039146,19.99442961,0.33791491,0.932947775,13.46237276,9.763715298,0,0,9525,47,28839,712.4315353,IP_DAG,PG,[M+NH4]+,32,5,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"16, 1011, 1218","1218, 1247, 1248",
203,0,11,0,1,,1708,PE 35:2,C40H76N1O8P1,730.538132,730.5380004,0.180069968,874.2603361,730.5378471,730.5381793,872.3947316,875.5476013,7,0,123.9299507,117.4669814,14.49586784,13.3358688,36.98647057,9.574684903,6.083102908,1398611.934,0,9532,63,22457,729.5308555,IP_DAG,PE,[M+H]+,35,2,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"1708, 1709",
2031,10,11,1,0,,1709,PC 32:2,C40H76N1O8P1,730.538132,730.5380004,0.180069968,874.2603361,730.5378471,730.5381793,872.3947316,875.5476013,7,0,89.23233936,84.57885676,10.43734942,9.602124133,26.63108696,6.893987513,4.379970299,1398611.934,0,9532,63,36277,729.5308555,IP_DAG,PC,[M+H]+,32,2,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"1708, 1709",
3444,NA,0,0,NA,1,5628,MGDG 31:2,C40H72O10,730.5463747,730.5465774,-0.277533883,803.1347517,730.5461485,730.565458,802.0071906,806.5693829,3,0,0,0.011031506,0.191344234,0,0,0.611723944,0.337949268,0,0,9536,12124,52430,712.5125491,IP_DAG,MGDG,[M+NH4]+,31,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5626, 5627, 5628",
1875,NA,0,1,NA,0,3206,DGTS_DGTA 34:5,C44H75N1O7,730.5616308,730.561778,-0.201458316,824.8452038,730.5617342,730.5618218,824.1855037,825.504904,2,0,0.007999058,0,0,1.013682827,8.493633903,0.011028652,0,31088.67405,0,9539,1847,15676,729.5543544,IP_DAG,DGTS_DGTA,[M+H]+,34,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3206, 5855","3206, 3207",
12617,NA,0,0,NA,1,5855,DGTS_DGTA 34:5,C44H75N1O7,730.5616308,730.5615113,0.163525602,980.0585344,730.5613903,730.5616324,980.0073882,980.1096806,2,0,0,0,0.053546799,0,0.00872536,0.526668148,0.382315688,0,0,9538,13077,15676,729.5543544,IP_DAG,DGTS_DGTA,[M+H]+,34,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3206, 5855","5855, 5856",
12618,NA,0,0,1,,5857,SQDG 27:5,C36H58O12S1,732.398724,732.3975424,1.613437435,981.0652817,732.3971259,732.3983647,978.3695893,981.1407137,3,0,0.972896797,0.708403816,0,0.130016985,0.783148647,0,0,0,0,9584,13079,44019,714.3648985,IP_DAG,SQDG,[M+NH4]+,27,5,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1193,NA,0,0,NA,1,630,PE 36:8,C41H66N1O8P1,732.4598816,732.4597277,0.210038553,719.5620239,732.4593957,732.4598241,719.1029609,726.3480083,3,0,0.048185811,0.281461465,0.216072198,0.403046533,0.780682454,0.242531798,0.071246565,0,0,9590,23,22832,731.4526051,IP_DAG,PE,[M+H]+,36,8,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"630, 631",
11911,NA,0,0,NA,1,631,PC 33:8,C41H66N1O8P1,732.4598816,732.4597277,0.210038553,719.5620239,732.4593957,732.4598241,719.1029609,726.3480083,3,0,0.034694863,0.202658557,0.15557682,0.290202528,0.562108847,0.174628325,0.051299122,0,0,9590,23,36652,731.4526051,IP_DAG,PC,[M+H]+,33,8,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"630, 631",
255,0,5,1,NA,0,17,MGDG 32:8,C41H62O10,732.4681243,732.4682625,-0.188682054,617.5701396,732.4680671,732.4683666,616.5510391,618.1708598,7,0,98.11043778,91.76111465,117.1868237,2.680584401,8.442989013,9.486361863,5.714768104,0,0,9592,3,52780,714.4342987,IP_DAG,MGDG,[M+NH4]+,32,8,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"17, 2886","17, 32, 33",
3106,NA,0,1,NA,0,2886,MGDG 32:8,C41H62O10,732.4681243,732.4685365,-0.562806108,597.3360764,732.4684732,732.4685999,596.8857187,597.7864341,2,0,0,0,1.785260205,0.013609054,0.223064938,3.529324288,2.080750446,0,0,9594,464,52780,714.4342987,IP_DAG,MGDG,[M+NH4]+,32,8,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"17, 2886","2884, 2885, 2886",
11100,0,1,1,NA,0,1488,PG 32:4,C38H67O10P1,732.481011,732.4811865,-0.239631525,659.3848536,732.4810738,732.4812711,658.8927631,661.4685326,3,0,1.036767077,0.81492365,74.79240311,0.985154297,5.443131608,23.74557749,20.70728579,0,0,9596,53,28809,714.4471854,IP_DAG,PG,[M+NH4]+,32,4,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"1488, 2196","1488, 1491, 1492",
1278,0,3,1,NA,0,2196,PG 32:4,C38H67O10P1,732.481011,732.481085,-0.101120691,692.5635618,732.4808751,732.4812094,685.9409248,697.7018181,6,0,10.2903027,9.200691624,24.32330267,48.50822185,165.1005956,24.85102693,18.45047263,0,0,9595,79,28809,714.4471854,IP_DAG,PG,[M+NH4]+,32,4,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"1488, 2196","2196, 2213, 2214",
1435,0,6,0,1,,2126,PE 35:1,C40H78N1O8P1,732.5537821,732.5537456,0.049777179,941.1741734,732.553319,732.5617813,933.0717406,946.765048,7,0,39.56088669,35.97470119,4.55469107,0.631177294,3.256865902,9.203446637,6.160402984,0,0,9608,78,22432,731.5465056,IP_DAG,PE,[M+H]+,35,1,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"2126, 2127",
14311,6,6,1,0,,2127,PC 32:1,C40H78N1O8P1,732.5537821,732.5537456,0.049777179,941.1741734,732.553319,732.5617813,933.0717406,946.765048,7,0,28.48472421,25.90259036,3.279479553,0.454461784,2.345016372,6.62668765,4.435628084,0,0,9608,78,36252,731.5465056,IP_DAG,PC,[M+H]+,32,1,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"2126, 2127",
83,NA,0,0,NA,1,140,DGTS_DGTA 34:4,C44H77N1O7,732.5772809,732.5777185,-0.597423604,1001.434897,732.5774152,732.5780219,1000.344631,1002.525164,2,0,0,0,0.057372381,0,0.008466182,0.186196673,0.146886882,0,0,9611,7,15651,731.5700044,IP_DAG,DGTS_DGTA,[M+H]+,34,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"140, 141",
11373,NA,0,0,1,,3920,SQDG 27:4,C36H60O12S1,734.4143741,734.4139177,0.621459478,1027.920001,734.413896,734.4139395,1027.132637,1028.707365,2,0,0.95326495,0.730263278,0,0.053509954,0.215079203,0,0,0,0,9663,4717,43989,716.3805485,IP_DAG,SQDG,[M+NH4]+,27,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
666,NA,0,1,NA,0,2434,PE 36:7,C41H68N1O8P1,734.4755317,734.4756127,-0.110322583,769.7053749,734.4752744,734.4757962,764.5691968,777.2899251,6,0,0.293899217,0.561799036,3.473719631,0.43452753,0.71673366,1.304615225,0.73028417,0,368406.7255,9671,83,22807,733.4682552,IP_DAG,PE,[M+H]+,36,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2434, 2435",
6612,NA,0,0,1,,2435,PC 33:7,C41H68N1O8P1,734.4755317,734.4756127,-0.110322583,769.7053749,734.4752744,734.4757962,764.5691968,777.2899251,6,0,0.211614017,0.404507885,2.501155913,0.312869551,0.516064283,0.939352173,0.525820954,0,368406.7255,9671,83,36627,733.4682552,IP_DAG,PC,[M+H]+,33,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2434, 2435",
1199,NA,0,0,NA,1,1396,MGDG 32:7,C41H64O10,734.4837744,734.482388,1.887477917,502.8896554,734.4813553,734.482609,498.4404281,507.5983431,4,0,0,0,1.393393457,0,0.213880208,1.446207116,1.103575707,0,0,9672,50,52755,716.4499488,IP_DAG,MGDG,[M+NH4]+,32,7,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"1396, 1487, 2839","1396, 1397, 1398",
1207,0,6,1,NA,0,1487,MGDG 32:7,C41H64O10,734.4837744,734.4838949,-0.164081018,658.8927631,734.4837212,734.4847161,658.3535243,661.4685326,7,0,249.9974866,227.8222699,24.80258712,25.09715347,86.45400041,3.466597883,2.22733484,0,0,9669,53,52755,716.4499488,IP_DAG,MGDG,[M+NH4]+,32,7,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"1396, 1487, 2839","1487, 1493, 1494",
3102,NA,0,0,NA,1,2839,MGDG 32:7,C41H64O10,734.4837744,734.4821167,2.256909712,468.5913749,734.4820578,734.4821756,466.8597176,470.3230323,2,0,0,0,0.286661572,0,0,3.024612639,2.751203935,0,0,9674,268,52755,716.4499488,IP_DAG,MGDG,[M+NH4]+,32,7,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1396, 1487, 2839","2837, 2838, 2839",
1227,NA,0,1,NA,0,1565,PG 32:3,C38H69O10P1,734.4966611,734.4968769,-0.293855198,723.9325868,734.4967841,734.4970728,723.3075875,726.3480083,6,0,34.08527116,31.84511533,28.74494309,7.456752251,25.82785735,14.05201974,10.30801171,0,0,9675,58,28779,716.4628355,IP_DAG,PG,[M+NH4]+,32,3,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"1565, 2451","1565, 1569, 1570",
2417,NA,0,1,NA,0,2451,PG 32:3,C38H69O10P1,734.4966611,734.4965934,0.092098103,746.4325206,734.4965288,734.496701,743.0432315,746.6091925,3,0,9.414972258,8.132141565,25.69325504,8.765053799,28.64320364,6.042329724,3.840293578,0,0,9677,85,28779,716.4628355,IP_DAG,PG,[M+NH4]+,32,3,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"1565, 2451","2451, 2456, 2457",
843,NA,0,0,1,,142,PE 35:0,C40H80N1O8P1,734.5694321,734.569527,-0.129190885,1001.622834,734.5690201,734.570123,991.2131892,1011.110308,5,2,0.299064677,0.169940736,0.3987556,0.296638881,0.072300231,15.15308483,11.48963422,403045893.1,414036006,9689,7,22407,733.5621557,IP_DAG,PE,[M+H]+,35,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"142, 143",
8411,NA,0,1,NA,0,143,PC 32:0,C40H80N1O8P1,734.5694321,734.569527,-0.129190885,1001.622834,734.5690201,734.570123,991.2131892,1011.110308,5,2,0.215333264,0.122361135,0.28711296,0.213586637,0.052057785,10.91056036,8.272793899,403045893.1,414036006,9689,7,36227,733.5621557,IP_DAG,PC,[M+H]+,32,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"142, 143",
6411,NA,0,0,NA,1,517,DGTS_DGTA 34:3,C44H79N1O7,734.592931,734.5932531,-0.438504259,1036.234694,734.5931339,734.608716,1025.285531,1036.422402,3,0,0.006407271,0,0.096794639,0.001659822,0.030476787,0.770689406,0.516402615,0,0,9694,20,15626,733.5856545,IP_DAG,DGTS_DGTA,[M+H]+,34,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"517, 1184, 3582","499, 517",
1318,NA,0,0,NA,1,1184,DGTS_DGTA 34:3,C44H79N1O7,734.592931,734.5945671,-2.227207232,908.1543546,734.5941459,734.5949882,908.05814,908.2505692,2,0,0,0,0,0.033065739,0.172589899,0.004382662,0,0,0,9691,46,15626,733.5856545,IP_DAG,DGTS_DGTA,[M+H]+,34,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"517, 1184, 3582","1184, 1185",
11159,NA,0,0,NA,1,3582,DGTS_DGTA 34:3,C44H79N1O7,734.592931,734.5917295,1.63560369,1062.356454,734.5917221,734.5917369,1061.178279,1063.534628,2,0,0,0,0,0.189288748,1.024304786,0,0,0,0,9692,3442,15626,733.5856545,IP_DAG,DGTS_DGTA,[M+H]+,34,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"517, 1184, 3582","3582, 3583",
1125,0,1,1,1,,406,PE 36:6,C41H70N1O8P1,736.4911817,736.4912533,-0.097163576,826.9329228,736.4909268,736.4915432,825.504904,827.952914,7,0,2.95407477,3.491617909,13.22882265,3.982026154,8.332701474,14.97070565,10.15805931,0,1235490.86,9758,18,22782,735.4839053,IP_DAG,PE,[M+H]+,36,6,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"406, 407",
710,0,1,1,1,,407,PC 33:6,C41H70N1O8P1,736.4911817,736.4912533,-0.097163576,826.9329228,736.4909268,736.4915432,825.504904,827.952914,7,0,2.126999978,2.514043074,9.525048508,2.867147991,5.999731636,10.77924327,7.314030152,0,1235490.86,9758,18,36602,735.4839053,IP_DAG,PC,[M+H]+,33,6,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"406, 407",
1592,0,5,1,NA,0,2249,MGDG 32:6,C41H66O10,736.4994244,736.4994857,-0.08322423,701.6004682,736.4992374,736.5009959,690.4639369,704.9795417,6,0,175.1070551,160.6939789,84.99917799,16.60571214,52.43763156,2.023583104,0.430804991,0,0,9765,79,52730,718.4655988,IP_DAG,MGDG,[M+NH4]+,32,6,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2249, 4798","2247, 2248, 2249",
3305,NA,0,0,NA,1,4798,MGDG 32:6,C41H66O10,736.4994244,736.5000191,-0.807494152,918.4715782,736.4999385,736.5000997,918.284759,918.6583974,2,0,0,0,0,0,0,2.407160258,2.283132214,0,0,9766,8550,52730,718.4655988,IP_DAG,MGDG,[M+NH4]+,32,6,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2249, 4798","4796, 4797, 4798, 4799",
14111,2,2,1,0,,778,PG 32:2,C38H71O10P1,736.5123111,736.5121156,0.265505716,813.8557266,736.5120991,736.5121321,813.2829654,814.4284878,2,0,3.321505648,2.819310627,27.7337611,0.667866835,1.360075293,16.13483075,12.00097614,0,0,9770,31,28749,718.4784856,IP_DAG,PG,[M+NH4]+,32,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"778, 1889, 1961","777, 778, 779",
4813,2,2,1,0,,1889,PG 32:2,C38H71O10P1,736.5123111,736.513923,-2.188511386,742.238279,736.5125287,736.5152586,737.4992862,746.6725069,4,0,0.968155458,0.605720611,50.5278716,0.722260728,7.67547869,22.22715059,17.31814484,0,0,9771,67,28749,718.4784856,IP_DAG,PG,[M+NH4]+,32,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"778, 1889, 1961","1888, 1889, 1890",
1250,11,12,1,0,,1961,PG 32:2,C38H71O10P1,736.5123111,736.5122363,0.101636917,781.7217799,736.5118603,736.5124574,779.5503414,782.5087669,7,0,1273.410662,1201.367203,147.1419729,184.7530688,830.3499006,297.7215726,216.3571276,0,0,9767,72,28749,718.4784856,IP_DAG,PG,[M+NH4]+,32,2,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"778, 1889, 1961","1961, 1966, 1967",
13311,NA,0,0,NA,1,1310,DGTS_DGTA 34:2,C44H81N1O7,736.6085811,736.6091227,-0.735356997,1027.362744,736.6087489,736.6098562,1025.03488,1029.420216,4,2,0.100197646,0.087998749,0.050448156,0.104409615,0.067527812,0.734006299,0.573282914,629623.9257,42392848,9783,48,15601,735.6013046,IP_DAG,DGTS_DGTA,[M+H]+,34,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1310, 2059","1268, 1310",
646,NA,0,0,NA,1,2059,DGTS_DGTA 34:2,C44H81N1O7,736.6085811,736.6087146,-0.181275398,1069.506125,736.598168,736.6088083,1063.442524,1069.725104,3,0,0.009569531,0.009746441,0.042873916,0.011268184,0.041084013,2.499759063,1.797580935,0,1364986.077,9784,77,15601,735.6013046,IP_DAG,DGTS_DGTA,[M+H]+,34,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1310, 2059","2059, 2060",
897,0,2,0,NA,1,829,PE 36:5,C41H72N1O8P1,738.5068318,738.5067683,0.086014414,890.9161176,738.506515,738.506959,887.7043395,893.6368436,5,0,0.502353553,0.616709565,3.469502149,0.452291741,0.936618152,23.01456302,15.28742633,193504.9974,699528.7139,9838,32,22757,737.4995554,IP_DAG,PE,[M+H]+,36,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"829, 3737","829, 830",
8912,0,2,0,NA,1,830,PC 33:5,C41H72N1O8P1,738.5068318,738.5067683,0.086014414,890.9161176,738.506515,738.506959,887.7043395,893.6368436,5,0,0.361705806,0.444044696,2.498119232,0.32566018,0.674386041,16.57100068,11.00728925,193504.9974,699528.7139,9838,32,36577,737.4995554,IP_DAG,PC,[M+H]+,33,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"830, 3738","829, 830",
11269,NA,0,0,NA,1,3737,PE 36:5,C41H72N1O8P1,738.5068318,738.5057217,1.503155625,436.732763,738.5056563,738.5057872,436.4496479,437.0158781,2,0,0.126662471,0.217369828,0,0,0.005906627,0,0,0,15207.6623,9840,4039,22757,737.4995554,IP_DAG,PE,[M+H]+,36,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"829, 3737","3737, 3738",
2343,NA,0,0,NA,1,3738,PC 33:5,C41H72N1O8P1,738.5068318,738.5057217,1.503155625,436.732763,738.5056563,738.5057872,436.4496479,437.0158781,2,0,0.091199815,0.156511143,0,0,0.004252904,0,0,0,15207.6623,9840,4039,36577,737.4995554,IP_DAG,PC,[M+H]+,33,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"830, 3738","3737, 3738",
5423,0,1,1,NA,0,1578,MGDG 32:5,C41H68O10,738.5150745,738.5156062,-0.719940902,727.3104721,738.5150929,738.5161195,725.1209644,729.4999799,2,0,3.277495503,2.091694279,37.64695031,0.497015098,3.086441181,1.8819004,1.846549945,0,0,9845,58,52705,720.4812489,IP_DAG,MGDG,[M+NH4]+,32,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1578, 1993","1576, 1577, 1578",
